Date_Crudites_Platter,Slot_12_to_18_Crudites_Platter,Slot_18_to_19_Crudites_Platter,Base_Price_Crudites_Platter,Slot_12_to_18_Org,Slot_18_to_19_Org,Base_Price_Hours_Org,Happy_Hour_Crudites_Platter,Discount_Crudites_Platter,
6/21/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
6/22/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
6/23/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
6/24/2025,6.2,6.2,7.75,0,0,7.75,Happy Hour 12-7,20,
6/25/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
6/26/2025,6.2,7.75,7.75,0,7.75,7.75,Happy Hour 12-6,20,
6/27/2025,6.2,6.2,7.75,0,0,7.75,Happy Hour 12-7,20,
6/28/2025,6.2,6.2,7.75,0,0,7.75,Happy Hour 12-7,20,
6/29/2025,6.2,6.2,7.75,6.2,6.2,7.75,Happy Hour 12-7,20,
6/30/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
7/1/2025,6.2,6.2,7.75,0,0,7.75,Happy Hour 12-7,20,
7/2/2025,6.2,6.2,7.75,0,6.2,7.75,Happy Hour 12-7,20,
7/3/2025,6.2,6.2,7.75,6.2,6.2,7.75,Happy Hour 12-7,20,
7/4/2025,6.2,6.2,7.75,0,6.2,7.75,Happy Hour 12-7,20,
7/5/2025,6.2,6.2,7.75,0,6.2,0,Happy Hour 12-7,20,
7/6/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
7/7/2025,6.2,6.2,7.75,6.2,6.2,7.75,Happy Hour 12-7,20,
7/8/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
7/9/2025,6.2,6.2,7.75,0,0,7.75,Happy Hour 12-7,20,
7/10/2025,6.2,6.2,7.75,6.2,6.2,7.75,Happy Hour 12-7,20,
7/11/2025,6.2,6.2,7.75,0,6.2,7.75,Happy Hour 12-7,20,
7/12/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
7/13/2025,6.2,6.2,7.75,6.2,6.2,7.75,Happy Hour 12-7,20,
7/14/2025,6.2,6.2,7.75,0,6.2,7.75,Happy Hour 12-7,20,
7/15/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
7/16/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
7/17/2025,6.2,6.2,7.75,6.2,6.2,7.75,Happy Hour 12-7,20,
7/18/2025,6.2,6.2,7.75,0,0,7.75,Happy Hour 12-7,20,
7/19/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
7/20/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
7/21/2025,6.2,6.2,7.75,6.2,0,7.75,Happy Hour 12-7,20,
7/22/2025,6.2,6.2,7.75,0,6.2,0,Happy Hour 12-7,20,
